 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,          lai,       bioms,       yield,     residue,     sol_tmp,       strsw,       strsa,     strstmp,       strsn,       strsp,        nplt,       percn,       pplnt,         tmx,         tmn,       tmpav,     solarad,      wndspd,        rhum,     phubas0
      ,      ,      ,      ,        ,        ,                ,    m**2/m**2,        kgha,        kgha,        kgha,        degc,         ---,         ---,         ---,         ---,         ---,        kgha,        kgha,        kgha,        degc,        degc,        degc,      mj/m^2,         m/s,        frac,        degc
271,9,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.4,18.1,27.3,20.6,2.26,0.439,0.271E+21
272,9,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,24.4,30.5,20.6,4.49,0.372,0.271E+21
273,9,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,23.6,30.1,20.6,3.64,0.623,0.271E+21
274,9,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.4,20.4,26.9,20.6,2.88,0.252,0.271E+21
275,10,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.9,12.1,17.5,16.6,3.66,0.593,0.271E+21
276,10,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,9.66,15.8,16.6,1.82,0.325,0.271E+21
277,10,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,10.1,16.1,16.6,2.44,0.391,0.271E+21
278,10,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.5,11.6,17.0,16.6,2.24,0.990,0.271E+21
279,10,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.4,10.8,17.1,16.6,2.71,0.700,0.271E+21
280,10,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.1,17.7,23.4,16.6,3.54,0.429,0.271E+21
281,10,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.9,19.3,22.1,16.6,3.33,0.922,0.271E+21
282,10,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.4,9.66,17.5,16.6,2.78,0.414,0.271E+21
283,10,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.5,17.3,24.4,16.6,3.61,0.486,0.271E+21
284,10,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.6,16.2,22.9,16.6,1.84,0.503,0.271E+21
285,10,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.7,19.3,23.5,16.6,3.69,0.460,0.271E+21
286,10,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.7,17.1,23.4,16.6,4.64,0.641,0.271E+21
287,10,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,14.2,15.3,16.6,2.64,0.979,0.271E+21
288,10,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28297,10,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.8,13.0,18.4,16.6,2.83,0.304,-8.45
298,10,24,1996,1,1,bench           ,0.150,0290,10,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.3,19.3,20.8,16.6,0.911,0.751,0.271E+21
291,10,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.3,19.3,22.8,16.6,1.39,0.814,0.271E+21
292,10,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.9,14.5,22.2,16.6,2.58,0.201,0.271E+21
293,10,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.0,14.6,22.8,16.6,4.50,0.286,0.271E+21
294,10,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.6,16.7,23.7,16.6,4.38,0.546,0.271E+21
295,10,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.3,18.0,24.7,16.6,4.52,0.218,0.271E+21
296,10,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.2,15.9,23.6,16.6,4.71,0.209,0.271E+21
297,10,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.8,13.0,18.4,16.6,2.83,0.304,0.271E+21
298,10,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.1,12.6,18.4,16.6,3.69,0.295,0.271E+21
299,10,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,11.1,16.6,16.6,1.82,0.580,0.271E+21
300,10,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,9.66,15.8,16.6,3.22,0.578,0.271E+21
301,10,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,13.6,17.8,16.6,4.17,0.263,0.271E+21
302,10,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.4,13.8,21.1,16.6,4.37,0.545,0.271E+21
303,10,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.3,9.66,13.0,16.6,2.72,0.824,0.271E+21
304,10,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.5,9.66,19.1,16.6,3.68,0.471,0.271E+21
305,10,31,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.7,9.66,13.2,16.6,4.13,0.830,0.271E+21
306,11,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.6,8.02,11.8,12.5,3.70,0.990,0.271E+21
307,11,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.9,3.06,7.98,12.5,4.65,0.899,0.271E+21
308,11,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.5,5.37,9.96,12.5,3.69,0.342,0.271E+21
309,11,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.2,8.00,10.1,12.5,3.47,0.990,0.271E+21
310,11,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.6,10.9,18.3,12.5,3.33,0.233,0.271E+21
311,11,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.3,11.2,17.3,12.5,2.53,0.339,0.271E+21
312,11,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.4,10.9,14.7,12.5,4.20,0.927,0.271E+21
313,11,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,10.9,18.6,12.5,3.89,0.229,0.271E+21
314,11,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.9,13.9,17.4,12.5,3.69,0.972,0.271E+21
315,11,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,13.9,20.1,12.5,1.94,0.360,0.271E+21
316,11,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.9,13.6,17.3,12.5,3.46,0.990,0.271E+21
317,11,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.6,12.4,13.0,12.5,2.65327,11,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,13.9,20.1,12.5,5.31,0.473,-8.39
328,11,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.5,13.9,19.7,12.5,3.65,0.346,-8.39
329,11,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,13.9,20.1,12.5,3.30,0.278,-8.39
330,11,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.3,11.2,17.7,12.5,2.84,0.302,-8.38
331,11,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,9.68,18.0,12.5,5.68,0.357,-8.38
332,11,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,8.29,17.3,12.5,4.17,0.213,-8.38
333,11,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,7.85,17.1,12.5,5.12,0.576,-8.38
334,11,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.4,8.49,16.4,12.5,2.74,0.308,-8.37
335,11,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.8,7.23,15.0,12.5,3.32,0.552,-8.37
336,12,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.38,3.50,3.94,10.0,3.95,0.951,-8.37
337,12,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.8,9.32,12.6,10.0,3.36,0.367,-8.37
338,12,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.5,9.32,15.4,10.0,2.27,0.499,-8.37
339,12,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.6,7.28,10.9,10.0,2.89,0.520,-8.37
340,12,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.7,4.19,13.0,10.0,1.52,0.512,-8.36
341,12,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.9,6.67,12.8,10.0,4.41,0.567,-8.36
342,12,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.4,4.65,12.5,10.0,3.96,0.445,-8.36
343,12,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.8,6.60,11.7,10.0,3.61,0.571,-8.36
344,12,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.85,4.57,4.71,10.0,4.05,0.885,-8.36
345,12,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.90,3.10,6.00,10.0,2.76,0.597,-8.36
346,12,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.93,-1.92,1.51,10.0,2.72,0.990,-8.36
347,12,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.94,-2.00,1.47,10.0,2.15,0.990,-8.36
348,12,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.22,-1.27,0.979,10.0,4.09,0.990,-8.36
349,12,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.5,-2.00,4.74,10.0,5.01,0.628,-8.36
350,12,15,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.22,-2.00,0.612,10.0,4.32,0.990,-8.36
351,12,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.1,6.33,8.21,10.0,4.03,0.809,-8.36
352,12,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.1,3.87,10.5,10.0,5.78,0.406,-8.35
353,12,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.66,6.66,8.16,10.0,2.17,0.965,-8.35
354,12,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.7,9.32,15.5,10.0,2.81,0.431,-8.35
355,12,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.4,7.73,13.0,10.0,0.710,0.385,-8.35
356,12,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.5,6.46,9.47,10.0,6.78,0.477,-8.35
357,12,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.96,4.24,6.60,10.0,4.67,0.509,-8.35
358,12,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.87,0.121,2.00,10.0,1.72,0.990,-8.35
359,12,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.6,-2.00,5.32,10.0,3.59,0.497,-8.35
360,12,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.5,6.43,13.5,10.0,2.38,0.247,-8.34
361,12,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.2,-1.08,6.08,10.0,4.08,0.990,-8.34
362,12,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,0.260,8.32,10.0,4.81,0.920,-8.34
363,12,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.3,5.03,10.2,10.0,2.90,0.990,-8.34
364,12,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.22,-0.661,1.28,10.0,3.34,0.887,-8.34
365,12,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,-1.65,3.45,10.0,6.32,0.250,-8.34
366,12,31,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.2,0.766,6.00,10.0,3.14,0.814,0.00
1,1,1,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,0.294,4.04,10.4,3.12,0.380,0.567E-3
2,1,2,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,-1.77,3.01,10.4,6.17,0.477,0.988E-3
3,1,3,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.1,6.32,11.7,10.4,2.65,0.565,0.263E-2
4,1,4,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.4,8.15,9.28,10.4,3.76,0.861,0.393E-2
5,1,5,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.67,2.19,4.43,10.4,4.40,0.990,0.455E-2
6,1,6,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.2,-0.859,5.19,10.4,4.16,0.554,0.528E-2
7,1,7,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.1,-0.495E-1,5.02,10.4,4.11,0.900,0.598E-2
8,1,8,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.1,-2.23,4.93,10.4,3.22,0.434,0.667E-2
9,1,9,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.2,-0.184E-1,6.57,10.4,5.24,0.836,0.759E-2
10,1,10,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.3,-1.24,7.53,10.4,3.79,0.651,0.865E-2
11,1,11,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.80,4.46,5.13,10.4,4.41,0.828,0.937E-2
12,1,12,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.4,4.80,11.1,10.4,6.24,0.622,0.109E-1
13,1,13,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.2,5.57,10.4,10.4,5.48,0.505,0.124E-1
14,1,14,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.4,-1.21,9.08,10.4,3.34,0.359,0.137E-1
15,1,15,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,7.08,14.1,10.4,3.46,0.653,0.156E-1
16,1,16,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.7,-1.39,5.14,10.4,4.54,0.443,0.164E-1
17,1,17,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,-0.133,3.83,10.4,4.00,0.505,0.169E-1
18,1,18,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.3,4.12,10.2,10.4,6.09,0.705,0.183E-1
19,1,19,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.6,8.15,10.4,10.4,3.84,0.990,0.198E-1
20,1,20,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.5,6.84,11.7,10.4,2.16,0.231,0.214E-1
21,1,21,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.1,2.28,10.7,10.4,4.62,0.482,0.229E-1
22,1,22,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.8,3.34,11.6,10.4,2.52,0.684,0.245E-1
23,1,23,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.2,-1.52,4.35,10.4,2.26,0.990,0.251E-1
24,1,24,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,5.38,13.3,10.4,3.08,0.365,0.270E-1
25,1,25,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.8,6.97,10.4,10.4,2.40,0.742,0.285E-1
26,1,26,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.9,3.94,11.9,10.4,1.49,0.511,0.301E-1
27,1,27,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.8,6.76,11.8,10.4,4.49,0.262,0.318E-1
28,1,28,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.1,4.21,8.17,10.4,5.66,0.317,0.329E-1
29,1,29,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.0,7.24,12.6,10.4,1.79,0.505,0.347E-1
30,1,30,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,0.984,4.39,10.4,3.32,0.663,0.353E-1
31,1,31,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.86,-2.43,0.213,10.4,2.54,0.789,0.353E-1
32,2,1,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.3,4.53,9.89,13.2,3.91,0.386,0.367E-1
33,2,2,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.8,-0.690,6.55,13.2,4.87,0.512,0.376E-1
34,2,3,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.2,5.07,12.1,13.2,2.86,0.446,0.393E-1
35,2,4,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.3,7.85,14.1,13.2,4.86,0.315,0.413E-1
36,2,5,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.5,9.52,11.0,13.2,3.26,0.591,0.429E-1
37,2,6,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,6.49,8.07,13.2,4.66,0.390,0.440E-1
38,2,7,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,2.34,6.00,13.2,3.47,0.523,0.448E-1
39,2,8,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.1,1.95,11.0,13.2,3.87,0.463,0.464E-1
40,2,9,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,3.12,6.38,13.2,1.71,0.312,0.473E-1
41,2,10,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.6,3.15,7.37,13.2,3.34,0.400,0.483E-1
42,2,11,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,1.56,5.60,13.2,5.95,0.379,0.491E-1
43,2,12,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.5,9.00,12.3,13.2,4.83,0.420,0.508E-1
44,2,13,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.4,-0.690,4.85,13.2,5.57,0.358,0.515E-1
45,2,14,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.2,-0.690,5.78,13.2,4.43,0.229,0.523E-1
46,2,15,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.6,0.496,9.03,13.2,4.23,0.375,0.536E-1
47,2,16,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,2.47,6.06,13.2,3.63,0.568,0.544E-1
48,2,17,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.6,4.73,10.2,13.2,4.33,0.396,0.558E-1
49,2,18,1997,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.4,7.58,13.5,13.2,3.86,0.647,0.577E-1
